Bandstructure_0@BandasGB3E.hdf5

+------------------------------------------------------------------------------+
| Bandstructure Report                                                         |
| ---------------------------------------------------------------------------- |
| Fermi level = -3.509596e+00                                                  |
| Unit = eV                                                                    |
| ---------------------------------------------------------------------------- |
| Route:                                                                       |
|    Fractional       Cartesian (1/Angstrom)                                   |
| G  [0  , 0  , 0  ]  [0.0000, 0.0000, 0.0000]  x = 0.0000e+00                 |
| Z  [0  , 0  , 1/2]  [0.0000, 0.0000, 0.5110]  x = 1.0000e+00                 |
|                                                                              |
+------------------------------------------------------------------------------+

# Band 0
x           Energy / eV  Fractional k-point
0.0000e+00  -1.5305e+01   [0.0000e+00, 0.0000e+00, 0.0000e+00]
5.0000e-02  -1.5303e+01   [0.0000e+00, 0.0000e+00, 2.5000e-02]
1.0000e-01  -1.5300e+01   [0.0000e+00, 0.0000e+00, 5.0000e-02]
1.5000e-01  -1.5293e+01   [0.0000e+00, 0.0000e+00, 7.5000e-02]
2.0000e-01  -1.5285e+01   [0.0000e+00, 0.0000e+00, 1.0000e-01]
2.5000e-01  -1.5274e+01   [0.0000e+00, 0.0000e+00, 1.2500e-01]
3.0000e-01  -1.5260e+01   [0.0000e+00, 0.0000e+00, 1.5000e-01]
3.5000e-01  -1.5245e+01   [0.0000e+00, 0.0000e+00, 1.7500e-01]
4.0000e-01  -1.5227e+01   [0.0000e+00, 0.0000e+00, 2.0000e-01]
4.5000e-01  -1.5208e+01   [0.0000e+00, 0.0000e+00, 2.2500e-01]
5.0000e-01  -1.5187e+01   [0.0000e+00, 0.0000e+00, 2.5000e-01]
5.5000e-01  -1.5165e+01   [0.0000e+00, 0.0000e+00, 2.7500e-01]
6.0000e-01  -1.5143e+01   [0.0000e+00, 0.0000e+00, 3.0000e-01]
6.5000e-01  -1.5119e+01   [0.0000e+00, 0.0000e+00, 3.2500e-01]
7.0000e-01  -1.5097e+01   [0.0000e+00, 0.0000e+00, 3.5000e-01]
7.5000e-01  -1.5075e+01   [0.0000e+00, 0.0000e+00, 3.7500e-01]
8.0000e-01  -1.5055e+01   [0.0000e+00, 0.0000e+00, 4.0000e-01]
8.5000e-01  -1.5039e+01   [0.0000e+00, 0.0000e+00, 4.2500e-01]
9.0000e-01  -1.5026e+01   [0.0000e+00, 0.0000e+00, 4.5000e-01]
9.5000e-01  -1.5018e+01   [0.0000e+00, 0.0000e+00, 4.7500e-01]
1.0000e+00  -1.5015e+01   [0.0000e+00, 0.0000e+00, 5.0000e-01]

# Band 1
x           Energy / eV  Fractional k-point
0.0000e+00  -1.5233e+01   [0.0000e+00, 0.0000e+00, 0.0000e+00]
5.0000e-02  -1.5232e+01   [0.0000e+00, 0.0000e+00, 2.5000e-02]
1.0000e-01  -1.5228e+01   [0.0000e+00, 0.0000e+00, 5.0000e-02]
1.5000e-01  -1.5222e+01   [0.0000e+00, 0.0000e+00, 7.5000e-02]
2.0000e-01  -1.5213e+01   [0.0000e+00, 0.0000e+00, 1.0000e-01]
