Bandstructure_0@BandasGB3.hdf5

+------------------------------------------------------------------------------+
| Bandstructure Report                                                         |
| ---------------------------------------------------------------------------- |
| Fermi level = -3.555158e+00                                                  |
| Unit = eV                                                                    |
| ---------------------------------------------------------------------------- |
| Route:                                                                       |
|    Fractional       Cartesian (1/Angstrom)                                   |
| G  [0  , 0  , 0  ]  [0.0000, 0.0000, 0.0000]  x = 0.0000e+00                 |
| Z  [0  , 0  , 1/2]  [0.0000, 0.0000, 0.5110]  x = 1.0000e+00                 |
|                                                                              |
+------------------------------------------------------------------------------+

# Band 0
x           Energy / eV  Fractional k-point
0.0000e+00  -1.5047e+01   [0.0000e+00, 0.0000e+00, 0.0000e+00]
5.0000e-02  -1.5046e+01   [0.0000e+00, 0.0000e+00, 2.5000e-02]
1.0000e-01  -1.5043e+01   [0.0000e+00, 0.0000e+00, 5.0000e-02]
1.5000e-01  -1.5036e+01   [0.0000e+00, 0.0000e+00, 7.5000e-02]
2.0000e-01  -1.5028e+01   [0.0000e+00, 0.0000e+00, 1.0000e-01]
2.5000e-01  -1.5017e+01   [0.0000e+00, 0.0000e+00, 1.2500e-01]
3.0000e-01  -1.5003e+01   [0.0000e+00, 0.0000e+00, 1.5000e-01]
3.5000e-01  -1.4988e+01   [0.0000e+00, 0.0000e+00, 1.7500e-01]
4.0000e-01  -1.4971e+01   [0.0000e+00, 0.0000e+00, 2.0000e-01]
4.5000e-01  -1.4951e+01   [0.0000e+00, 0.0000e+00, 2.2500e-01]
5.0000e-01  -1.4930e+01   [0.0000e+00, 0.0000e+00, 2.5000e-01]
5.5000e-01  -1.4908e+01   [0.0000e+00, 0.0000e+00, 2.7500e-01]
6.0000e-01  -1.4885e+01   [0.0000e+00, 0.0000e+00, 3.0000e-01]
6.5000e-01  -1.4862e+01   [0.0000e+00, 0.0000e+00, 3.2500e-01]
7.0000e-01  -1.4839e+01   [0.0000e+00, 0.0000e+00, 3.5000e-01]
7.5000e-01  -1.4817e+01   [0.0000e+00, 0.0000e+00, 3.7500e-01]
8.0000e-01  -1.4797e+01   [0.0000e+00, 0.0000e+00, 4.0000e-01]
8.5000e-01  -1.4780e+01   [0.0000e+00, 0.0000e+00, 4.2500e-01]
9.0000e-01  -1.4767e+01   [0.0000e+00, 0.0000e+00, 4.5000e-01]
9.5000e-01  -1.4759e+01   [0.0000e+00, 0.0000e+00, 4.7500e-01]
1.0000e+00  -1.4756e+01   [0.0000e+00, 0.0000e+00, 5.0000e-01]

# Band 1
x           Energy / eV  Fractional k-point
0.0000e+00  -1.4989e+01   [0.0000e+00, 0.0000e+00, 0.0000e+00]
5.0000e-02  -1.4988e+01   [0.0000e+00, 0.0000e+00, 2.5000e-02]
1.0000e-01  -1.4984e+01   [0.0000e+00, 0.0000e+00, 5.0000e-02]
1.5000e-01  -1.4978e+01   [0.0000e+00, 0.0000e+00, 7.5000e-02]
2.0000e-01  -1.4970e+01   [0.0000e+00, 0.0000e+00, 1.0000e-01]
2.5000e-01  -1.4959e+01   [0.0000e+00, 0.0000e+00, 1.2500e-01]
3.0000e-01  -1.4945e+01   [0.0000e+00, 0.0000e+00, 1.5000e-01]
3.5000e-01  -1.4930e+01   [0.0000e+00, 0.0000e+00, 1.7500e-01]
4.0000e-01  -1.4912e+01   [0.0000e+00, 0.0000e+00, 2.0000e-01]
4.5000e-01  -1.4893e+01   [0.0000e+00, 0.0000e+00, 2.2500e-01]
5.0000e-01  -1.4872e+01   [0.0000e+00, 0.0000e+00, 2.5000e-01]
5.5000e-01  -1.4849e+01   [0.0000e+00, 0.0000e+00, 2.7500e-01]
6.0000e-01  -1.4826e+01   [0.0000e+00, 0.0000e+00, 3.0000e-01]
6.5000e-01  -1.4802e+01   [0.0000e+00, 0.0000e+00, 3.2500e-01]
7.0000e-01  -1.4779e+01   [0.0000e+00, 0.0000e+00, 3.5000e-01]
7.5000e-01  -1.4756e+01   [0.0000e+00, 0.0000e+00, 3.7500e-01]
8.0000e-01  -1.4736e+01   [0.0000e+00, 0.0000e+00, 4.0000e-01]
8.5000e-01  -1.4719e+01   [0.0000e+00, 0.0000e+00, 4.2500e-01]
9.0000e-01  -1.4705e+01   [0.0000e+00, 0.0000e+00, 4.5000e-01]
9.5000e-01  -1.4697e+01   [0.0000e+00, 0.0000e+00, 4.7500e-01]
1.0000e+00  -1.4694e+01   [0.0000e+00, 0.0000e+00, 5.0000e-01]

# Band 2
x           Energy / eV  Fractional k-point
0.0000e+00  -1.4901e+01   [0.0000e+00, 0.0000e+00, 0.0000e+00]
5.0000e-02  -1.4900e+01   [0.0000e+00, 0.0000e+00, 2.5000e-02]
1.0000e-01  -1.4896e+01   [0.0000e+00, 0.0000e+00, 5.0000e-02]
1.5000e-01  -1.4890e+01   [0.0000e+00, 0.0000e+00, 7.5000e-02]
2.0000e-01  -1.4881e+01   [0.0000e+00, 0.0000e+00, 1.0000e-01]
2.5000e-01  -1.4870e+01   [0.0000e+00, 0.0000e+00, 1.2500e-01]
3.0000e-01  -1.4857e+01   [0.0000e+00, 0.0000e+00, 1.5000e-01]
3.5000e-01  -1.4842e+01   [0.0000e+00, 0.0000e+00, 1.7500e-01]
